subject,relation,object,subject_label,object_label,sentence,source_url
failure,hasMedication*,blockers,DISEASE,MEDICATION,"Medication Quadruple medical therapy using a combination of angiotensin receptor-neprilysin inhibitors (ARNI), beta blockers, mineralocorticoid receptor antagonists (MRA), and sodium/glucose cotransporter 2 inhibitors (SGLT2 inhibitors) is the standard of care as of 2021 for heart failure with reduc",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,ACE,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,inhibitor,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,cough,DISEASE,SYMPTOM,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,ACE,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,inhibitor,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,cough,DISEASE,SYMPTOM,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,ACE,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,inhibitor,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,cough,DISEASE,SYMPTOM,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,ACE,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,inhibitor,DISEASE,MEDICATION,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,cough,DISEASE,SYMPTOM,"Use of ACE inhibitor, or angiotensin receptor blockers (ARBs) if the person develops a long-term cough as a side effect of the ACE-I, is associated with improved survival, fewer hospitalizations for heart failure exacerbations, and improved quality of life in people with heart failure.",https://en.wikipedia.org/wiki/Heart_failure
atrial,hasMedication*,beta,DISEASE,MEDICATION,The mortality benefits of beta blockers in people with systolic dysfunction who also have atrial fibrillation is more limited than in those who do not have it.,https://en.wikipedia.org/wiki/Heart_failure
atrial,hasMedication*,blockers,DISEASE,MEDICATION,The mortality benefits of beta blockers in people with systolic dysfunction who also have atrial fibrillation is more limited than in those who do not have it.,https://en.wikipedia.org/wiki/Heart_failure
fibrillation,hasMedication*,beta,DISEASE,MEDICATION,The mortality benefits of beta blockers in people with systolic dysfunction who also have atrial fibrillation is more limited than in those who do not have it.,https://en.wikipedia.org/wiki/Heart_failure
fibrillation,hasMedication*,blockers,DISEASE,MEDICATION,The mortality benefits of beta blockers in people with systolic dysfunction who also have atrial fibrillation is more limited than in those who do not have it.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,spironolactone,DISEASE,MEDICATION,"Use of a mineralocorticoid antagonist, such as spironolactone or eplerenone, in addition to beta blockers and ACE-I, can improve symptoms and reduce mortality in people with symptomatic heart failure with reduced ejection fraction (HFrEF).",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,beta,DISEASE,MEDICATION,"Use of a mineralocorticoid antagonist, such as spironolactone or eplerenone, in addition to beta blockers and ACE-I, can improve symptoms and reduce mortality in people with symptomatic heart failure with reduced ejection fraction (HFrEF).",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,blockers,DISEASE,MEDICATION,"Use of a mineralocorticoid antagonist, such as spironolactone or eplerenone, in addition to beta blockers and ACE-I, can improve symptoms and reduce mortality in people with symptomatic heart failure with reduced ejection fraction (HFrEF).",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,spironolactone,DISEASE,MEDICATION,"Use of a mineralocorticoid antagonist, such as spironolactone or eplerenone, in addition to beta blockers and ACE-I, can improve symptoms and reduce mortality in people with symptomatic heart failure with reduced ejection fraction (HFrEF).",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,beta,DISEASE,MEDICATION,"Use of a mineralocorticoid antagonist, such as spironolactone or eplerenone, in addition to beta blockers and ACE-I, can improve symptoms and reduce mortality in people with symptomatic heart failure with reduced ejection fraction (HFrEF).",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,blockers,DISEASE,MEDICATION,"Use of a mineralocorticoid antagonist, such as spironolactone or eplerenone, in addition to beta blockers and ACE-I, can improve symptoms and reduce mortality in people with symptomatic heart failure with reduced ejection fraction (HFrEF).",https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,Coronary,DISEASE,TREATMENT,Coronary bypass surgery may also be used to move blood around clogged arteries in cases when heart failure is caused by arterial blockages.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,bypass,DISEASE,TREATMENT,Coronary bypass surgery may also be used to move blood around clogged arteries in cases when heart failure is caused by arterial blockages.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,surgery,DISEASE,TREATMENT,Coronary bypass surgery may also be used to move blood around clogged arteries in cases when heart failure is caused by arterial blockages.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,Coronary,DISEASE,TREATMENT,Coronary bypass surgery may also be used to move blood around clogged arteries in cases when heart failure is caused by arterial blockages.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,bypass,DISEASE,TREATMENT,Coronary bypass surgery may also be used to move blood around clogged arteries in cases when heart failure is caused by arterial blockages.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,surgery,DISEASE,TREATMENT,Coronary bypass surgery may also be used to move blood around clogged arteries in cases when heart failure is caused by arterial blockages.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,chest,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,pain,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,shortness,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,of,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,breath,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,chest,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,pain,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,shortness,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,of,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,breath,DISEASE,SYMPTOM,"Palliative care People with heart failure often have significant symptoms, such as chest pain and shortness of breath.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,fatigue,DISEASE,SYMPTOM,"The growing number of people with stage IV heart failure (intractable symptoms of fatigue, shortness of breath, or chest pain at rest despite optimal medical therapy) should be considered for palliative care or hospice, according to American College of Cardiology/American Heart Association guideline",https://en.wikipedia.org/wiki/Heart_failure
